ID,use.,dispersule,seeds.per.disp,morphological.unit,chemical.unit,Species,species.alt,code,accept.code,family,group,nat.inv,year,germ.perc,dorm.perc,seed.mass.1000,tot.wgt.g,n.seeds,lat,long,ele.m,Location.Notes,orig.acc,site,type,mega.comp,microbe.rob,notes,AI
MCL-EE-42,,,,,,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,NA,NA,NA,NA,NA,NA,38.86082,-122.40721,NA,,,MCL-EE,wild,,,have another acc,0.5527
MCL-ML-10,both,y,1,achene + pappus,achene,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,2016,NA,NA,NA,0.46,NA,38.87111648,-122.4272331,718,location approximate,,MCL-ML,wild,,,,0.5647
CBG-22377,,y,1,achene + pappus,achene,Microseris elegans,,MICELE,MIEL,Asteraceae,forb,native,1997,20,NA,NA,0.163293789,144,34.1344,-118.75348,264,,22377,CBG,wild,,,,0.2062
CP-18,both,y,1,achene + pappus,achene,Microseris elegans,,MICELE,MIEL,Asteraceae,forb,native,2020,NA,NA,NA,0.1556,NA,35.07611266,-119.6701172,NA,,,CP,wild,,,,0.1901
CBG-23090,both,,1,seed,seed,Microsteris gracilis,Phlox gracilis,MICGRA,MIGR,Polemoniaceae,forb,native,2010,4,NA,NA,0.077713407,82,33.66523,-116.83192,756,,23090,CBG,wild,,,,0.1598
MCL-EE-43,,,,seed,seed,Microsteris gracilis,Phlox gracilis,MICGRA,MIGR,Polemoniaceae,forb,native,2019,NA,NA,NA,NA,NA,38.87142,-122.42754,658,,,MCL-EE,wild,,,only need 18; cabinet,0.5647
CBG-19145,chem,,1,seed,seed,Minuartia douglasii,,MINDOU,MIDO3,Caryophyllaceae,forb,native,1996,NA,NA,NA,0.052492044,164,34.30845,-118.14186,832,,19145,CBG,wild,,,,0.1892
MCL-ML-11,both,,1,seed,seed,Minuartia douglasii,,MINDOU,MIDO3,Caryophyllaceae,forb,native,2016,NA,NA,NA,0.0627,200,38.87136945,-122.4275538,718,location approximate,,MCL-ML,wild,,,,0.5647
CBG-21640,,,,,,Mohavea confertiflora,,MOHCON,MOCO,Plantaginaceae,forb,native,2005,17.2,NA,NA,0.0929,386,33.80944,-114.81722,83,,21640,CBG,wild,,,,0.0356
CBG-23445,both,,1,seed,seed,Mohavea confertiflora,,MOHCON,MOCO,Plantaginaceae,forb,native,2011,48,NA,NA,0.10996542,600,33.6167,-115.91857,274,,23445,CBG,wild,,,,0.0355
GRIN-W6-48400,both,,1,nutlet,nutlet,Monarda citriodora var. austromontana,,MONCITA,MOCIA,Lamiaceae,forb,native,2013,98,NA,0.4116,0.1762,200,31.4968,-110.68072,1420,,W6 48400,GRIN,wild,,,,0.2192
CBG-21261,both,,1,nutlet,nutlet,Monardella breweri ssp. lanceolata,Monardella lanceolata var. lanceolata,MONBREL,MOLAL,Lamiaceae,forb,native,2003,96,NA,NA,0.252007441,600,34.17583,-116.87805,1890,,21261,CBG,wild,,,,0.399
CP-8a,both,,1,achene,achene,Monolopia lanceolata,,MONLAN,MOLA3,Asteraceae,forb,native,2020,NA,NA,NA,0.2452,NA,35.1137529,-119.7171164,NA,,,CP,wild,,,Ray,0.1917
CP-8b,both,,1,achene,achene,Monolopia lanceolata,,MONLAN,MOLA3,Asteraceae,forb,native,2020,NA,NA,NA,0.177,NA,35.1137529,-119.7171164,NA,,,CP,wild,,,Disc,0.1917
CBG-19953,,,,,,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,1998,88,NA,NA,0.0533,385,33.65655,-115.80227,457,,19953,CBG,wild,,,,0.0374
CBG-20685,,,,,,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,2001,NA,NA,NA,0.0466,423.6,34.25205,-115.72051,699,,20685,CBG,wild,,,,0.0431
SD-15,both,,1,achene + pappus,achene + pappus,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,2015,NA,NA,NA,0.1601,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-20891,both,,1,floret,floret,Muhlenbergia microsperma,,MUHMIC,MUMI,Poaceae,grass,native,2001,48.8,NA,NA,0.0815,500,32.60843,-116.79552,623,,20891,CBG,wild,,,,0.2049
CBG-21971,chem,,1,floret,floret,Muhlenbergia microsperma,,MUHMIC,MUMI,Poaceae,grass,native,1995,13.3,NA,NA,0.071997174,600,34.2293,-118.7115,546,,21971,CBG,wild,,,,0.2162
CBG-21154,,,,,,Navarretia atractyloides,,NAVATR,NAAT,Polemoniaceae,forb,native,2003,98,NA,NA,0.1043529,600,33.63663,-117.04461,564,,21154,CBG,wild,,,,0.1606
CBG-21722,both,,1,seed,seed,Navarretia atractyloides,,NAVATR,NAAT,Polemoniaceae,forb,native,2005,95,NA,NA,0.255003787,1500,34.11437,-117.71797,408,,21722,CBG,wild,,,,0.2034
CBG-21176,both,,1,seed,seed,Navarretia hamata,,NAVHAM,NAHA2,Polemoniaceae,forb,native,2003,98,NA,NA,0.233692914,1900,33.44333,-117.14666,457,,21176,CBG,wild,,,,0.2041
MCL-EE-44,,,,,,Navarretia jepsonii,,NAVJEP,NAJE,Polemoniaceae,forb,native,2019,NA,NA,NA,NA,NA,38.87078,-122.42722,NA,,,MCL-EE,wild,,,have another acc,0.5647
CBG-22362,,,1,seed,seed,Navarretia pubescens,,NAVPUB,NAPU2,Polemoniaceae,forb,native,1996,69.4,NA,NA,0.075887245,59,34.12897,-118.81975,316,,22362,CBG,wild,,,,0.2147
MCL-ML-12,both,,1,seed,seed,Navarretia pubescens,,NAVPUB,NAPU2,Polemoniaceae,forb,native,2016,NA,NA,NA,0.2528,NA,38.87077946,-122.4272234,672,location approximate,,MCL-ML,wild,,,,0.5647
CBG-19943,both,,1,seed,seed,Nemacladus longiflorus var. breviflorus,,NEMLONB,NELOB,Campanulaceae,forb,native,1998,0,NA,NA,0.046,2300,33.96911,-116.65219,549,,19943,CBG,wild,,,not enough of this species for phosphorus,0.0869
CBG-20049,morph,,1,seed,seed,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,1998,5,NA,NA,0.127556541,136,34.3273,-117.27275,1067,,20049,CBG,wild,,,,0.1192
CBG-20789,,,,,,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,2001,6.1,NA,NA,0.101667897,82,33.78286,-117.37926,703,,20789,CBG,wild,,,,0.1985
SS-36,chem,,1,seed,seed,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,2020,92,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,x,,0.2358
GRIN-W6-37497,,,,,,Nicotiana attenuata,,NICATT,NIAT,Solanaceae,forb,native,2009,80,NA,0.135,0.0135,100,33.90394444,-111.8188611,1010,,W6 37497,GRIN,wild,,,,0.2017
CBG-19718,both,,1,achene + pappus,achene + pappus,Osmadenia tenella,,OSMTEN,OSTE,Asteraceae,forb,native,1997,NA,NA,NA,0.264004478,600,32.60803,-117.02069,91,,19718,CBG,wild,,,supposed to be heteromorphic,0.1576
CBG-21161,both,,1,achene,achene,Oxytheca perfoliata,,OXYPER,OXPE2,Polygonaceae,forb,native,2003,48,NA,NA,0.1857,420,34.41666,-116.78333,293,,21161,CBG,wild,,,,0.0937
DW-16,both,y,1,achene + pappus,achene,Palafoxia arida,,PALARI,PAAR8,Asteraceae,forb,native,2015,NA,NA,NA,0.0889,50,33.281305,-116.348812,181,use envelope 2,,DW,wild,,,"50 cleaned seeds + 70 dispersules, tot weight doesnt include the dispersules",0.0578
CBG-23620,both,,1,achene,achene,Palafoxia arida var. arida,,PALARIA,PAARA2,Asteraceae,forb,native,2013,22,NA,NA,0.948731997,354,34.03047,-115.23333,396,,23620,CBG,wild,,,,0.0342
GRIN-PI-662287,both,,1,caryopsis,caryopsis,Panicum hirticaule var. hirticaule,,PANHIRH,PAHIH,Poaceae,grass,native,2010,91,1,NA,0.36,400,31.91319,-110.9841,855,,PI 662287,GRIN,wild,,,,0.1409
CBG-23524,both,,1,achene,achene,Pectis papposa var. papposa,,PECPAPP,PEPAP3,Asteraceae,forb,native,2012,12,NA,NA,0.164819277,600,34.093,-114.63977,347,,23524,CBG,wild,,,supposed to be heteromorphic,0.041
SD-16a,both,,1,nutlet,nutlet,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2012,NA,NA,NA,0.17,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill); clean but needs to be separated into different morphs,,SD,wild,,,Winged morph,0.1157
SD-16b,both,,1,nutlet,nutlet,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2012,NA,NA,NA,0.38,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill); clean but needs to be separated into different morphs,,SD,wild,,,Long morph,0.1157
SD-17,,,,,,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2015,NA,NA,NA,NA,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-21040,both,,1,nutlet,nutlet,Pectocarya penicillata,,PECPEN,PEPE26,Boraginaceae,forb,native,2003,98,NA,NA,0.263998451,600,34.43305,-117.58658,1250,,21040,CBG,wild,,,,0.1911
CP-19,both,,1,nutlet,nutlet,Pectocarya penicillata,,PECPEN,PEPE26,Boraginaceae,forb,native,2020,NA,NA,NA,0.0478,138,35.06478603,-119.6931501,NA,,,CP,wild,,,,0.2142
CBG-21068,,,,,,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2003,54,NA,NA,0.095379899,159,33.86388,-117.00888,585,,21068,CBG,wild,,,,0.1362
GRIN-W6-30073,,,,,,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2004,94,NA,0.7892,0.07892,100,33.27222,-111.17611,733,,W6 30073,GRIN,wild,,,,0.1492
GRIN-W6-48412,,,,,,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2013,77,NA,0.7892,0.07892,100,33.393283,-111.3626803,709,,W6 48412,GRIN,wild,,,,0.1581
SD-18,both,,1,nutlet,nutlet,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2015,NA,NA,NA,0.1676,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-19963,both,,1,achene,achene,Perityle emoryi,,PEREMO,PEEM,Asteraceae,forb,native,1998,27,NA,NA,0.126001628,600,33.60372,-115.92266,240,,19963,CBG,wild,,,supposed to be heteromorphic,0.0325
CBG-19141,,,,,,Phacelia brachyloba,,PHABRA,PHBR,Boraginaceae,forb,native,1996,58,NA,NA,0.15399808,1400,33.33055,-116.75333,1387,,19141,CBG,wild,,,,0.2955
CBG-24805,both,,1,seed,seed,Phacelia brachyloba,,PHABRA,PHBR,Boraginaceae,forb,native,2017,56,NA,NA,0.225,1800,34.30335,-117.2761,1067,,24805,CBG,wild,,,,0.1638
CBG-24506,both,,1,seed,seed,Phacelia calthifolia,,PHACAL,PHCA2,Boraginaceae,forb,native,2016,0,NA,NA,0.176006273,1100,36.19411,-116.3606,606,,24506,CBG,wild,,,,0.035
CBG-22586,morph,,1,seed,seed,Phacelia cicutaria,,PHACIC,PHCI,Boraginaceae,forb,native,1997,12,NA,NA,0.504015544,600,34.10134,-118.69577,212,,22586,CBG,wild,,,,0.2016
SS-37,chem,,1,seed,seed,Phacelia cicutaria,,PHACIC,PHCI,Boraginaceae,forb,native,2018,70,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-22385,both,,1,seed,seed,Phacelia cicutaria var. hispida,,PHACICH,PHCIH2,Boraginaceae,forb,native,1998,2,NA,NA,0.2585,544.2,34.08093,-118.70414,145,,22385,CBG,wild,,,,0.2002
CBG-24796,both,,1,seed,seed,Phacelia crenulata,,PHACRE,PHCR,Boraginaceae,forb,native,2017,NA,NA,NA,0.683968743,600,33.87157,-116.44117,394,,24796,CBG,wild,,,,0.0585
CBG-21673,both,,1,seed,seed,Phacelia davidsonii,,PHADAV,PHDA3,Boraginaceae,forb,native,2005,0,NA,NA,0.120369584,600,34.41231,-117.77356,1590,,21673,CBG,wild,,,,0.3429
CBG-19167,,,,,,Phacelia distans,,PHADIS,PHDI,Boraginaceae,forb,native,1996,27.3,NA,NA,0.491993844,600,33.31805,-116.74555,1265,,19167,CBG,wild,,,,0.2701
DW-17,both,,1,seed,seed,Phacelia distans,,PHADIS,PHDI,Boraginaceae,forb,native,2015,NA,NA,NA,0.0488,67,33.23963,-116.391061,213,,,DW,wild,,,,0.0652
SS-38,,,,,,Phacelia distans,,PHADIS,PHDI,Boraginaceae,forb,native,2019,95,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-20047,both,,1,seed,seed,Phacelia fremontii,,PHAFRE,PHFR2,Boraginaceae,forb,native,1998,38.5,NA,NA,0.15,600,34.46427,-117.88505,1158,,20047,CBG,wild,,,,0.1597
CBG-22587,both,,1,seed,seed,Phacelia grandiflora,,PHAGRA,PHGR,Boraginaceae,forb,native,1997,16.7,NA,NA,0.207,2300,34.10134,-118.69577,212,,22587,CBG,wild,,,,0.2016
CBG-19143,,,,,,Phacelia parryi,,PHAPAR,PHPA3,Boraginaceae,forb,native,1996,28.5,NA,NA,0.247911275,700,33.31805,-116.74555,1265,,19143,CBG,wild,,,,0.2701
CBG-22489,both,,1,seed,seed,Phacelia parryi,,PHAPAR,PHPA3,Boraginaceae,forb,native,2004,36.6,NA,NA,0.179997475,1200,34.28021,-118.59596,398,,22489,CBG,wild,,,,0.1956
CBG-22335,both,,1,seed,seed,Phacelia viscida,,PHAVIS,PHVI,Boraginaceae,forb,native,1996,38,NA,NA,0.238000233,1700,34.05897,-118.7409,382,,22335,CBG,wild,,,,0.2185
GRIN-PI-638927,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,1990,100,NA,66.9,1.6725,25,NA,NA,NA,Location unknown,PI 638927,GRIN,wild,,,,NA
GRIN-PI-638928,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,1990,99,NA,66.9,1.6725,25,32.20805556,-109.575,2290,,PI 638928,GRIN,wild,,,,0.26695
GRIN-PI-640985,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,1998,100,NA,66.9,1.6725,0,31.41611111,-110.7561111,1692,,PI 640985,GRIN,wild,,,,0.278
GRIN-PI-661895,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,2004,NA,NA,66.9,1.6725,25,31.96361111,-109.3163889,1765,,PI 661895,GRIN,wild,,,,0.2411
GRIN-W6-26190,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,2004,NA,NA,66.9,1.6725,25,31.94444444,-109.3022222,1880,,W6 26190,GRIN,wild,,,,0.2505
GRIN-W6-38693,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,2010,NA,NA,66.9,1.6725,25,31.55,-111.7333333,815,"culivated, so location might not be relevant",W6 38693,GRIN,cultivated,,,collected before 2010,0.143525
GRIN-W6-38695,morph,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,2010,NA,NA,66.9,1.6725,25,31.55,-111.7333333,815,"culivated, so location might not be relevant",W6 38695,GRIN,cultivated,,,collected before 2010,0.143525
GRIN-W6-38696,both,,1,seed,seed,Phaseolus acutifolius,,PHAACU,PHAC,Fabaceae,forb,native,2010,NA,NA,66.9,1.6725,25,31.91666667,-111.8833333,723,"culivated, so location might not be relevant",W6 38696,GRIN,cultivated,,,collected before 2010,0.121675
GRIN-PI-640986,both,,1,seed,seed,Phaseolus acutifolius var. acutifolius,,PHAACUA,PHACA2,Fabaceae,forb,native,2001,100,NA,NA,1.35,19,NA,NA,NA,,PI 640986,GRIN,wild,,,,NA
